actionNumber;clock;timeActual;period;periodType;actionType;subType;qualifiers;personId;x;y;possession;scoreHome;scoreAway;edited;orderNumber;xLegacy;yLegacy;isFieldGoal;side;description;personIdsFilter;teamId;teamTricode;descriptor;jumpBallRecoveredName;jumpBallWonPlayerName;jumpBallWonPersonId;jumpBallLostPlayerName;jumpBallLostPersonId;officialId;turnoverTotal;playerName;playerNameI;foulPersonalTotal;foulTechnicalTotal;foulDrawnPlayerName;foulDrawnPersonId;shotResult;pointsTotal;shotDistance;assistPlayerNameInitial;assistPersonId;assistTotal;shotActionNumber;reboundTotal;reboundDefensiveTotal;reboundOffensiveTotal;blockPlayerName;blockPersonId;jumpBallRecoverdPersonId;stealPlayerName;stealPersonId;gameId;value;YEAR;isTargetScoreLastPeriod;area;areaDetail;shortFormattedClock;jerseyNumber
230;PT08M00.00S;2020-12-23T00:43:54.400Z;2;REGULAR;2pt;Jump Shot;pointsinthepaint;203.952;14;64;1.610.612.744;48;30;2020-12-23T00:43:58Z;2,210,000;-69;77;1;left;MISS A. Wiggins 10' pullup Shot;203952;1.610.612.744;GSW;pullup;;;;;;;;Wiggins;A. Wiggins;;;;;Missed;;10,32;;;;;;;;;;;;;22.000.001;;2020;;;;;
231;PT07M57.00S;2020-12-23T00:43:57.400Z;2;REGULAR;rebound;defensive;;1.627.747;null;null;1.610.612.751;48;30;2020-12-23T00:43:58Z;2,220,000;;;0;;C. LeVert REBOUND (Off:0 Def:3);1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;;;;;;;230;3;3;0;;;;;;22.000.001;;2020;;;;;
232;PT07M48.00S;2020-12-23T00:44:09.700Z;2;REGULAR;foul;personal;2freethrow;1.627.737;null;null;1.610.612.751;48;30;2020-12-23T00:44:24Z;2,230,000;;;0;;M. Chriss shooting personal FOUL (2 PF) (LeVert 2 FT);1627737, 1627747;1.610.612.744;GSW;shooting;;;;;;2.534;;Chriss;M. Chriss;2;0;LeVert;1.627.747;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
234;PT07M48.00S;2020-12-23T00:44:34.900Z;2;REGULAR;freethrow;1 of 2;;1.627.747;null;null;1.610.612.751;49;30;2020-12-23T00:44:34Z;2,250,000;;;0;;C. LeVert Free Throw 1 of 2 (11 PTS);1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;Made;11;;;;;;;;;;;;;;22.000.001;;2020;;;;;
235;PT07M48.00S;2020-12-23T00:44:36.700Z;2;REGULAR;substitution;out;;1.629.672;null;null;1.610.612.751;49;30;2020-12-23T00:44:43Z;2,260,000;;;0;;SUB out: E. Paschall;1629672;1.610.612.744;GSW;;;;;;;;;Paschall;E. Paschall;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
236;PT07M48.00S;2020-12-23T00:44:36.700Z;2;REGULAR;substitution;out;;1.627.737;null;null;1.610.612.751;49;30;2020-12-23T00:44:43Z;2,270,000;;;0;;SUB out: M. Chriss;1627737;1.610.612.744;GSW;;;;;;;;;Chriss;M. Chriss;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
237;PT07M48.00S;2020-12-23T00:44:36.700Z;2;REGULAR;substitution;in;;1.630.164;null;null;1.610.612.751;49;30;2020-12-23T00:44:43Z;2,280,000;;;0;;SUB in: J. Wiseman;1630164;1.610.612.744;GSW;;;;;;;;;Wiseman;J. Wiseman;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
238;PT07M48.00S;2020-12-23T00:44:36.700Z;2;REGULAR;substitution;in;;1.629.308;null;null;1.610.612.751;49;30;2020-12-23T00:44:43Z;2,290,000;;;0;;SUB in: J. Toscano-Anderson;1629308;1.610.612.744;GSW;;;;;;;;;Toscano-Anderson;J. Toscano-Anderson;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
239;PT07M48.00S;2020-12-23T00:44:54.800Z;2;REGULAR;freethrow;2 of 2;;1.627.747;null;null;1.610.612.751;50;30;2020-12-23T00:44:54Z;2,300,000;;;0;;C. LeVert Free Throw 2 of 2 (12 PTS);1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;Made;12;;;;;;;;;;;;;;22.000.001;;2020;;;;;
240;PT07M25.00S;2020-12-23T00:45:18.900Z;2;REGULAR;2pt;Jump Shot;pointsinthepaint;203.952;18;47;1.610.612.744;50;30;2020-12-23T00:45:25Z;2,310,000;17;114;1;left;MISS A. Wiggins 11' turnaround fadeaway Shot;203952;1.610.612.744;GSW;turnaround fadeaway;;;;;;;;Wiggins;A. Wiggins;;;;;Missed;;11,5;;;;;;;;;;;;;22.000.001;;2020;;;;;
241;PT07M21.00S;2020-12-23T00:45:22.900Z;2;REGULAR;rebound;defensive;;201.599;null;null;1.610.612.751;50;30;2020-12-23T00:45:25Z;2,320,000;;;0;;D. Jordan REBOUND (Off:0 Def:4);201599;1.610.612.751;BKN;;;;;;;;;Jordan;D. Jordan;;;;;;;;;;;240;4;4;0;;;;;;22.000.001;;2020;;;;;
242;PT07M16.00S;2020-12-23T00:45:28Z;2;REGULAR;turnover;bad pass;;203.915;null;null;1.610.612.751;50;30;2020-12-23T00:45:40Z;2,330,000;;;0;;S. Dinwiddie bad pass TURNOVER (1 TO);203915, 1630164;1.610.612.751;BKN;;;;;;;;1;Dinwiddie;S. Dinwiddie;;;;;;;;;;;;;;;;;;Wiseman;1.630.164;22.000.001;;2020;;;;;
243;PT07M16.00S;2020-12-23T00:45:28Z;2;REGULAR;steal;;;1.630.164;null;null;1.610.612.744;50;30;2020-12-23T00:45:38Z;2,340,000;;;0;;J. Wiseman STEAL (1 STL);1630164;1.610.612.744;GSW;;;;;;;;;Wiseman;J. Wiseman;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
244;PT06M56.00S;2020-12-23T00:45:47.400Z;2;REGULAR;2pt;Jump Shot;fromturnover;1.629.673;3;26;1.610.612.744;50;30;2020-12-23T00:45:58Z;2,350,000;120;-28;1;left;MISS J. Poole 12' driving floating Shot;1629673;1.610.612.744;GSW;driving floating;;;;;;;;Poole;J. Poole;;;;;Missed;;12,31;;;;;;;;;;;;;22.000.001;;2020;;;;;
245;PT06M52.00S;2020-12-23T00:45:51.400Z;2;REGULAR;rebound;defensive;;201.599;null;null;1.610.612.751;50;30;2020-12-23T00:45:58Z;2,360,000;;;0;;D. Jordan REBOUND (Off:0 Def:5);201599;1.610.612.751;BKN;;;;;;;;;Jordan;D. Jordan;;;;;;;;;;;244;5;5;0;;;;;;22.000.001;;2020;;;;;
246;PT06M49.00S;2020-12-23T00:45:57.900Z;2;REGULAR;foul;offensive;;201.599;null;null;1.610.612.751;50;30;2020-12-23T00:46:07Z;2,370,000;;;0;;D. Jordan offensive FOUL (2 PF);201599, 203952;1.610.612.751;BKN;;;;;;;2.534;;Jordan;D. Jordan;2;0;Wiggins;203.952;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
248;PT06M49.00S;2020-12-23T00:45:57.900Z;2;REGULAR;turnover;offensive foul;;201.599;null;null;1.610.612.751;50;30;2020-12-23T00:45:57Z;2,390,000;;;0;;D. Jordan offensive foul TURNOVER (2 TO);201599;1.610.612.751;BKN;;;;;;;2.534;2;Jordan;D. Jordan;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
249;PT06M49.00S;2020-12-23T00:46:11.300Z;2;REGULAR;timeout;full;team, mandatory;0;null;null;1.610.612.744;50;30;2020-12-23T00:46:53Z;2,400,000;;;0;;BKN Timeout;;1.610.612.751;BKN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
250;PT06M49.00S;2020-12-23T00:47:45.500Z;2;REGULAR;substitution;out;;1.627.752;null;null;1.610.612.744;50;30;2020-12-23T00:49:04Z;2,410,000;;;0;;SUB out: T. Prince;1627752;1.610.612.751;BKN;;;;;;;;;Prince;T. Prince;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
251;PT06M49.00S;2020-12-23T00:47:45.500Z;2;REGULAR;substitution;out;;1.629.013;null;null;1.610.612.744;50;30;2020-12-23T00:49:04Z;2,420,000;;;0;;SUB out: L. Shamet;1629013;1.610.612.751;BKN;;;;;;;;;Shamet;L. Shamet;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
252;PT06M49.00S;2020-12-23T00:47:45.500Z;2;REGULAR;substitution;out;;1.627.747;null;null;1.610.612.744;50;30;2020-12-23T00:49:04Z;2,430,000;;;0;;SUB out: C. LeVert;1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
253;PT06M49.00S;2020-12-23T00:47:45.500Z;2;REGULAR;substitution;in;;201.142;null;null;1.610.612.744;50;30;2020-12-23T00:49:04Z;2,440,000;;;0;;SUB in: K. Durant;201142;1.610.612.751;BKN;;;;;;;;;Durant;K. Durant;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
254;PT06M49.00S;2020-12-23T00:47:45.500Z;2;REGULAR;substitution;in;;202.681;null;null;1.610.612.744;50;30;2020-12-23T00:49:04Z;2,450,000;;;0;;SUB in: K. Irving;202681;1.610.612.751;BKN;;;;;;;;;Irving;K. Irving;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
255;PT06M49.00S;2020-12-23T00:47:45.500Z;2;REGULAR;substitution;in;;203.925;null;null;1.610.612.744;50;30;2020-12-23T00:49:04Z;2,460,000;;;0;;SUB in: J. Harris;203925;1.610.612.751;BKN;;;;;;;;;Harris;J. Harris;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
256;PT06M38.00S;2020-12-23T00:49:39.300Z;2;REGULAR;2pt;Layup;pointsinthepaint, fromturnover;1.630.164;10;41;1.610.612.744;50;30;2020-12-23T00:49:58Z;2,470,000;47;41;1;left;MISS J. Wiseman 6' driving finger roll Layup;1630164;1.610.612.744;GSW;driving finger roll;;;;;;;;Wiseman;J. Wiseman;;;;;Missed;;6,26;;;;;;;;;;;;;22.000.001;;2020;;;;;
257;PT06M36.00S;2020-12-23T00:49:41.300Z;2;REGULAR;rebound;defensive;;201.599;null;null;1.610.612.751;50;30;2020-12-23T00:49:49Z;2,480,000;;;0;;D. Jordan REBOUND (Off:0 Def:6);201599;1.610.612.751;BKN;;;;;;;;;Jordan;D. Jordan;;;;;;;;;;;256;6;6;0;;;;;;22.000.001;;2020;;;;;
308;PT06M22.00S;2020-12-23T00:49:58.600Z;2;REGULAR;turnover;lost ball;;201.599;null;null;1.610.612.751;50;30;2020-12-23T00:56:04Z;2,505,000;;;0;;D. Jordan lost ball TURNOVER (3 TO);201599, 1630164;1.610.612.751;BKN;;;;;;;;3;Jordan;D. Jordan;;;;;;;;;;;;;;;;;;Wiseman;1.630.164;22.000.001;;2020;;;;;
309;PT06M22.00S;2020-12-23T00:49:58.600Z;2;REGULAR;steal;;;1.630.164;null;null;1.610.612.744;50;30;2020-12-23T00:56:04Z;2,507,500;;;0;;J. Wiseman STEAL (2 STL);1630164;1.610.612.744;GSW;;;;;;;;;Wiseman;J. Wiseman;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
260;PT06M19.00S;2020-12-23T00:50:01.600Z;2;REGULAR;foul;offensive;;1.630.164;null;null;1.610.612.744;50;30;2020-12-23T00:50:21Z;2,510,000;;;0;;J. Wiseman charge offensive FOUL (2 PF);1630164, 201142;1.610.612.744;GSW;charge;;;;;;202.053;;Wiseman;J. Wiseman;2;0;Durant;201.142;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
262;PT06M19.00S;2020-12-23T00:50:01.600Z;2;REGULAR;turnover;offensive foul;;1.630.164;null;null;1.610.612.744;50;30;2020-12-23T00:50:01Z;2,530,000;;;0;;J. Wiseman offensive foul TURNOVER (1 TO);1630164;1.610.612.744;GSW;;;;;;;202.053;1;Wiseman;J. Wiseman;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
263;PT06M19.00S;2020-12-23T00:50:17.400Z;2;REGULAR;substitution;out;;203.952;null;null;1.610.612.751;50;30;2020-12-23T00:50:32Z;2,540,000;;;0;;SUB out: A. Wiggins;203952;1.610.612.744;GSW;;;;;;;;;Wiggins;A. Wiggins;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
264;PT06M19.00S;2020-12-23T00:50:17.400Z;2;REGULAR;substitution;in;;201.939;null;null;1.610.612.751;50;30;2020-12-23T00:50:32Z;2,550,000;;;0;;SUB in: S. Curry;201939;1.610.612.744;GSW;;;;;;;;;Curry;S. Curry;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
265;PT06M05.00S;2020-12-23T00:50:43.600Z;2;REGULAR;2pt;Layup;fromturnover;201.142;90;33;1.610.612.751;50;30;2020-12-23T00:50:55Z;2,560,000;-87;44;1;right;MISS K. Durant 9' driving Layup - blocked;201142, 1629308;1.610.612.751;BKN;driving;;;;;;;;Durant;K. Durant;;;;;Missed;;9,74;;;;;;;;Toscano-Anderson;1.629.308;;;;22.000.001;;2020;;;;;
266;PT06M05.00S;2020-12-23T00:50:43.600Z;2;REGULAR;block;;;1.629.308;null;null;1.610.612.751;50;30;2020-12-23T00:50:50Z;2,570,000;;;0;;J. Toscano-Anderson BLOCK (1 BLK);1629308;1.610.612.744;GSW;;;;;;;;;Toscano-Anderson;J. Toscano-Anderson;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
267;PT06M05.00S;2020-12-23T00:50:43.600Z;2;REGULAR;rebound;offensive;team;0;null;null;1.610.612.751;50;30;2020-12-23T00:50:55Z;2,580,000;;;0;;TEAM offensive REBOUND;;1.610.612.751;BKN;;;;;;;;;;;;;;;;;;;;;265;;;;;;;;;22.000.001;;2020;;;;;
268;PT06M05.00S;2020-12-23T00:50:53.900Z;2;REGULAR;stoppage;out-of-bounds;;0;null;null;1.610.612.751;50;30;2020-12-23T00:50:53Z;2,590,000;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
269;PT06M05.00S;2020-12-23T00:50:56.200Z;2;REGULAR;substitution;out;;1.629.673;null;null;1.610.612.751;50;30;2020-12-23T00:51:01Z;2,600,000;;;0;;SUB out: J. Poole;1629673;1.610.612.744;GSW;;;;;;;;;Poole;J. Poole;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
270;PT06M05.00S;2020-12-23T00:50:56.200Z;2;REGULAR;substitution;in;;1.626.162;null;null;1.610.612.751;50;30;2020-12-23T00:51:01Z;2,610,000;;;0;;SUB in: K. Oubre Jr.;1626162;1.610.612.744;GSW;;;;;;;;;Oubre Jr.;K. Oubre Jr.;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
271;PT06M03.00S;2020-12-23T00:51:05.100Z;2;REGULAR;2pt;Jump Shot;fromturnover, 2ndchance;201.142;84;22;1.610.612.751;50;30;2020-12-23T00:51:16Z;2,620,000;-139;99;1;right;MISS K. Durant 17' Jump Shot;201142;1.610.612.751;BKN;;;;;;;;;Durant;K. Durant;;;;;Missed;;17,08;;;;;;;;;;;;;22.000.001;;2020;;;;;
272;PT05M59.00S;2020-12-23T00:51:09.100Z;2;REGULAR;rebound;offensive;;201.142;null;null;1.610.612.751;50;30;2020-12-23T00:58:16Z;2,630,000;;;0;;K. Durant REBOUND (Off:1 Def:2);201142;1.610.612.751;BKN;;;;;;;;;Durant;K. Durant;;;;;;;;;;;271;3;2;1;;;;;;22.000.001;;2020;;;;;
273;PT05M53.00S;2020-12-23T00:51:15.100Z;2;REGULAR;3pt;Jump Shot;fromturnover, 2ndchance;202.681;66;43;1.610.612.751;50;30;2020-12-23T00:51:25Z;2,640,000;-36;263;1;right;MISS K. Irving 26' pullup 3PT;202681;1.610.612.751;BKN;pullup;;;;;;;;Irving;K. Irving;;;;;Missed;;26,54;;;;;;;;;;;;;22.000.001;;2020;;;;;
274;PT05M49.00S;2020-12-23T00:51:19.100Z;2;REGULAR;rebound;defensive;;1.626.162;null;null;1.610.612.744;50;30;2020-12-23T00:51:25Z;2,650,000;;;0;;K. Oubre Jr. REBOUND (Off:2 Def:2);1626162;1.610.612.744;GSW;;;;;;;;;Oubre Jr.;K. Oubre Jr.;;;;;;;;;;;273;4;2;2;;;;;;22.000.001;;2020;;;;;
275;PT05M44.00S;2020-12-23T00:51:24.200Z;2;REGULAR;3pt;Jump Shot;;201.939;29;23;1.610.612.744;50;33;2020-12-23T00:51:37Z;2,660,000;136;216;1;left;S. Curry 25' 3PT  (12 PTS) (J. Toscano-Anderson 1 AST);201939, 1629308;1.610.612.744;GSW;;;;;;;;;Curry;S. Curry;;;;;Made;12;25,53;J. Toscano-Anderson;1.629.308;1;;;;;;;;;;22.000.001;;2020;;;;;
277;PT05M29.00S;2020-12-23T00:51:38.200Z;2;REGULAR;2pt;Jump Shot;;203.925;77;65;1.610.612.751;50;33;2020-12-23T00:51:43Z;2,680,000;76;163;1;right;MISS J. Harris 17' pullup Shot;203925;1.610.612.751;BKN;pullup;;;;;;;;Harris;J. Harris;;;;;Missed;;17,99;;;;;;;;;;;;;22.000.001;;2020;;;;;
278;PT05M27.00S;2020-12-23T00:51:40.200Z;2;REGULAR;rebound;defensive;;1.629.308;null;null;1.610.612.744;50;33;2020-12-23T00:51:43Z;2,690,000;;;0;;J. Toscano-Anderson REBOUND (Off:0 Def:1);1629308;1.610.612.744;GSW;;;;;;;;;Toscano-Anderson;J. Toscano-Anderson;;;;;;;;;;;277;1;1;0;;;;;;22.000.001;;2020;;;;;
279;PT05M19.00S;2020-12-23T00:51:48.500Z;2;REGULAR;2pt;Layup;pointsinthepaint;201.939;5;47;1.610.612.744;50;33;2020-12-23T00:51:52Z;2,700,000;14;-5;1;left;MISS S. Curry driving Layup;201939;1.610.612.744;GSW;driving;;;;;;;;Curry;S. Curry;;;;;Missed;;1,52;;;;;;;;;;;;;22.000.001;;2020;;;;;
280;PT05M17.00S;2020-12-23T00:51:50.500Z;2;REGULAR;rebound;defensive;;201.599;null;null;1.610.612.751;50;33;2020-12-23T00:51:52Z;2,710,000;;;0;;D. Jordan REBOUND (Off:0 Def:7);201599;1.610.612.751;BKN;;;;;;;;;Jordan;D. Jordan;;;;;;;;;;;279;7;7;0;;;;;;22.000.001;;2020;;;;;
281;PT05M09.00S;2020-12-23T00:51:58.200Z;2;REGULAR;2pt;Layup;pointsinthepaint, fastbreak;203.915;94;50;1.610.612.751;50;33;2020-12-23T00:52:05Z;2,720,000;0;4;1;right;MISS S. Dinwiddie driving Layup;203915;1.610.612.751;BKN;driving;;;;;;;;Dinwiddie;S. Dinwiddie;;;;;Missed;;0,35;;;;;;;;;;;;;22.000.001;;2020;;;;;
282;PT05M09.00S;2020-12-23T00:51:58.200Z;2;REGULAR;rebound;defensive;team;0;null;null;1.610.612.744;50;33;2020-12-23T00:52:05Z;2,730,000;;;0;;TEAM defensive REBOUND;;1.610.612.744;GSW;;;;;;;;;;;;;;;;;;;;;281;;;;;;;;;22.000.001;;2020;;;;;
283;PT05M09.00S;2020-12-23T00:52:05.200Z;2;REGULAR;foul;personal;;202.681;null;null;1.610.612.744;50;33;2020-12-23T00:52:17Z;2,740,000;;;0;;K. Irving loose ball personal FOUL (3 PF);202681, 1629308;1.610.612.751;BKN;loose ball;;;;;;202.007;;Irving;K. Irving;3;0;Toscano-Anderson;1.629.308;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
285;PT04M57.00S;2020-12-23T00:52:31.600Z;2;REGULAR;2pt;Layup;pointsinthepaint;1.630.164;6;48;1.610.612.744;50;35;2020-12-23T00:57:35Z;2,760,000;8;4;1;left;J. Wiseman Layup (4 PTS) (S. Curry 4 AST);1630164, 201939;1.610.612.744;GSW;;;;;;;;;Wiseman;J. Wiseman;;;;;Made;4;0,91;S. Curry;201.939;4;;;;;;;;;;22.000.001;;2020;;;;;
287;PT04M39.00S;2020-12-23T00:52:49.300Z;2;REGULAR;3pt;Jump Shot;;203.925;92;96;1.610.612.751;50;35;2020-12-23T00:52:54Z;2,780,000;232;22;1;right;MISS J. Harris 3PT;203925;1.610.612.751;BKN;;;;;;;;;Harris;J. Harris;;;;;Missed;;23,31;;;;;;;;;;;;;22.000.001;;2020;;;;;
288;PT04M36.00S;2020-12-23T00:52:52.300Z;2;REGULAR;rebound;offensive;;203.925;null;null;1.610.612.751;50;35;2020-12-23T00:52:54Z;2,790,000;;;0;;J. Harris REBOUND (Off:2 Def:2);203925;1.610.612.751;BKN;;;;;;;;;Harris;J. Harris;;;;;;;;;;;287;4;2;2;;;;;;22.000.001;;2020;;;;;
289;PT04M35.00S;2020-12-23T00:52:54.600Z;2;REGULAR;2pt;Layup;pointsinthepaint, 2ndchance;203.925;94;51;1.610.612.751;52;35;2020-12-23T00:53:05Z;2,800,000;4;4;1;right;J. Harris driving Layup (8 PTS);203925;1.610.612.751;BKN;driving;;;;;;;;Harris;J. Harris;;;;;Made;8;0,53;;;;;;;;;;;;;22.000.001;;2020;;;;;
290;PT04M24.00S;2020-12-23T00:53:04Z;2;REGULAR;2pt;Jump Shot;pointsinthepaint;1.626.162;18;58;1.610.612.744;52;35;2020-12-23T00:53:08Z;2,810,000;-41;117;1;left;MISS K. Oubre Jr. 12' pullup Shot;1626162;1.610.612.744;GSW;pullup;;;;;;;;Oubre Jr.;K. Oubre Jr.;;;;;Missed;;12,44;;;;;;;;;;;;;22.000.001;;2020;;;;;
291;PT04M21.00S;2020-12-23T00:53:07Z;2;REGULAR;rebound;defensive;;203.925;null;null;1.610.612.751;52;35;2020-12-23T00:53:08Z;2,820,000;;;0;;J. Harris REBOUND (Off:2 Def:3);203925;1.610.612.751;BKN;;;;;;;;;Harris;J. Harris;;;;;;;;;;;290;5;3;2;;;;;;22.000.001;;2020;;;;;
292;PT04M17.00S;2020-12-23T00:53:18.100Z;2;REGULAR;turnover;out-of-bounds;;203.915;null;null;1.610.612.751;52;35;2020-12-23T00:53:27Z;2,830,000;;;0;;S. Dinwiddie bad pass out-of-bounds TURNOVER (2 TO);203915;1.610.612.751;BKN;bad pass;;;;;;2.534;2;Dinwiddie;S. Dinwiddie;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
294;PT04M01.00S;2020-12-23T00:53:38.500Z;2;REGULAR;3pt;Jump Shot;fromturnover;1.626.162;23;86;1.610.612.744;52;35;2020-12-23T00:53:44Z;2,850,000;-182;166;1;left;MISS K. Oubre Jr. 24' pullup 3PT;1626162;1.610.612.744;GSW;pullup;;;;;;;;Oubre Jr.;K. Oubre Jr.;;;;;Missed;;24,59;;;;;;;;;;;;;22.000.001;;2020;;;;;
295;PT03M58.00S;2020-12-23T00:53:41.500Z;2;REGULAR;rebound;defensive;;201.599;null;null;1.610.612.751;52;35;2020-12-23T00:53:44Z;2,860,000;;;0;;D. Jordan REBOUND (Off:0 Def:8);201599;1.610.612.751;BKN;;;;;;;;;Jordan;D. Jordan;;;;;;;;;;;294;8;8;0;;;;;;22.000.001;;2020;;;;;
296;PT03M52.00S;2020-12-23T00:53:48.600Z;2;REGULAR;2pt;Layup;pointsinthepaint;202.681;89;48;1.610.612.751;54;35;2020-12-23T00:53:53Z;2,870,000;-9;50;1;right;K. Irving driving Layup (19 PTS);202681;1.610.612.751;BKN;driving;;;;;;;;Irving;K. Irving;;;;;Made;19;5,14;;;;;;;;;;;;;22.000.001;;2020;;;;;
297;PT03M40.00S;2020-12-23T00:54:00.900Z;2;REGULAR;2pt;Layup;pointsinthepaint;201.939;6;51;1.610.612.744;54;37;2020-12-23T00:54:07Z;2,880,000;-6;3;1;left;S. Curry Layup (14 PTS);201939;1.610.612.744;GSW;;;;;;;;;Curry;S. Curry;;;;;Made;14;0,7;;;;;;;;;;;;;22.000.001;;2020;;;;;
298;PT03M34.00S;2020-12-23T00:54:08.900Z;2;REGULAR;turnover;out-of-bounds;;202.681;null;null;1.610.612.751;54;37;2020-12-23T00:54:18Z;2,890,000;;;0;;K. Irving lost ball out-of-bounds TURNOVER (1 TO);202681;1.610.612.751;BKN;lost ball;;;;;;202.007;1;Irving;K. Irving;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
299;PT03M34.00S;2020-12-23T00:54:14.600Z;2;REGULAR;substitution;out;;201.599;null;null;1.610.612.744;54;37;2020-12-23T00:54:27Z;2,900,000;;;0;;SUB out: D. Jordan;201599;1.610.612.751;BKN;;;;;;;;;Jordan;D. Jordan;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
300;PT03M34.00S;2020-12-23T00:54:14.600Z;2;REGULAR;substitution;out;;203.915;null;null;1.610.612.744;54;37;2020-12-23T00:54:27Z;2,910,000;;;0;;SUB out: S. Dinwiddie;203915;1.610.612.751;BKN;;;;;;;;;Dinwiddie;S. Dinwiddie;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
301;PT03M34.00S;2020-12-23T00:54:14.600Z;2;REGULAR;substitution;in;;1.627.747;null;null;1.610.612.744;54;37;2020-12-23T00:54:27Z;2,920,000;;;0;;SUB in: C. LeVert;1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
302;PT03M34.00S;2020-12-23T00:54:14.600Z;2;REGULAR;substitution;in;;201.145;null;null;1.610.612.744;54;37;2020-12-23T00:54:27Z;2,930,000;;;0;;SUB in: J. Green;201145;1.610.612.751;BKN;;;;;;;;;Green;J. Green;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
310;PT03M22.00S;2020-12-23T00:54:44.800Z;2;REGULAR;2pt;Layup;pointsinthepaint, fromturnover;201.939;7;48;1.610.612.744;54;37;2020-12-23T00:57:41Z;2,955,000;12;14;1;left;MISS S. Curry driving Layup - blocked;201939, 1627747;1.610.612.744;GSW;driving;;;;;;;;Curry;S. Curry;;;;;Missed;;1,81;;;;;;;;LeVert;1.627.747;;;;22.000.001;;2020;;;;;
311;PT03M22.00S;2020-12-23T00:54:44.800Z;2;REGULAR;block;;;1.627.747;null;null;1.610.612.744;54;37;2020-12-23T00:57:34Z;2,957,500;;;0;;C. LeVert BLOCK (1 BLK);1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
312;PT03M22.00S;2020-12-23T00:54:44.800Z;2;REGULAR;rebound;defensive;;1.627.747;null;null;1.610.612.751;54;37;2020-12-23T00:57:34Z;2,958,750;;;0;;C. LeVert REBOUND (Off:0 Def:4);1627747;1.610.612.751;BKN;;;;;;;;;LeVert;C. LeVert;;;;;;;;;;;310;4;4;0;;;;;;22.000.001;;2020;;;;;
305;PT03M18.00S;2020-12-23T00:54:46.900Z;2;REGULAR;2pt;DUNK;fastbreak, pointsinthepaint;201.145;93;51;1.610.612.751;56;37;2020-12-23T00:59:48Z;2,960,000;4;11;1;right;J. Green running DUNK (4 PTS) (K. Irving 1 AST);201145, 202681;1.610.612.751;BKN;running;;;;;;;;Green;J. Green;;;;;Made;4;1,17;K. Irving;202.681;1;;;;;;;;;;22.000.001;;2020;;;;;
307;PT03M18.00S;2020-12-23T00:55:02.500Z;2;REGULAR;timeout;full;team, mandatory;0;null;null;1.610.612.744;56;37;2020-12-23T00:55:02Z;2,980,000;;;0;;GSW Timeout;;1.610.612.744;GSW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.000.001;;2020;;;;;
